"from_date","emp_no","last_name","first_name","gender","salary"
"1986-08-31",58515,"Hertweck","Radhia","M",40000
"1986-01-20",58524,"Sidhu","Jaideep","F",40000
"1986-05-01",58538,"Tanemo","Xudong","F",57705
"1986-07-23",58592,"Roisin","Rasiah","M",63202
"1986-09-12",58543,"Beausoleil","Gully","F",41223
"1986-06-05",58617,"Perz","Miquel","F",55414
"1986-08-23",58618,"Benzaken","Martina","F",40000
"1986-09-15",58620,"Rosenbaum","Toshimori","M",97587
"1986-10-12",58553,"Hardjono","Kensyu","F",44441
"1986-10-15",58568,"Kowalchuk","Mansur","F",47614
"1986-12-04",58657,"Kaltofen","Pasqua","M",40000
"1986-04-25",58660,"Loncour","Taiji","M",40000
"1986-04-08",58662,"Erdi","Yahiko","F",40000
"1986-09-22",58580,"Lienhardt","Zhiguo","M",40000
"1986-06-27",58665,"Marquardt","Mabhin","M",58861
"1986-01-11",58667,"Pagter","Feipei","M",53611
"1986-02-23",58676,"Nittel","Mitsuyuki","M",59179
"1986-11-19",58680,"Maierhofer","Ingmar","F",40000
"1986-10-12",58683,"Krogh","Gilbert","M",40000
"1986-06-29",58728,"Parfitt","Boguslaw","M",40384
"1986-02-06",58713,"Kenevan","Terresa","F",67294
"1986-01-07",58737,"Herber","Toshimori","F",65694
"1986-10-30",58764,"Berztiss","Alenka","F",40000
"1986-11-14",58773,"Yavatkar","Geoffry","M",40000
"1986-01-27",58788,"Anger","Shmuel","M",41022
"1986-10-03",58797,"Breugel","Xiaoheng","M",64060
"1986-08-19",58888,"Luce","Dharmaraja","F",55012
"1986-06-28",58894,"Cappelli","Odoardo","M",42834
"1986-07-31",58907,"Pettit","Petter","F",57512
"1986-12-01",58802,"Azuma","Serge","M",61063
"1986-05-24",58918,"Gecsei","Tremaine","M",64231
"1986-01-06",58804,"Wrigley","Leif","F",66430
"1986-02-27",58830,"Cunliffe","Uzi","F",40836
"1986-07-15",58929,"Diderrich","Jianhua","M",48138
"1986-12-11",58835,"Vigier","Van","M",40000
"1986-02-07",58971,"Renear","Marl","M",53790
"1986-04-05",58852,"Georg","Muzhong","F",52278
"1986-05-13",58854,"Butner","Zhonghui","F",40000
"1986-02-17",59146,"Kalloufi","Mahendra","M",40000
"1986-10-30",58996,"Dengi","Sven","F",40000
"1986-08-04",59008,"Veldwijk","Tuval","F",104264
"1986-10-28",59156,"Vigier","Neelam","F",40000
"1986-10-02",59012,"Levasseur","Demin","M",40000
"1986-05-11",59016,"Kornyak","Terresa","M",74095
"1986-02-10",59162,"Orsini","Shunichi","M",88287
"1986-06-22",59164,"Schaad","Hideo","F",61762
"1986-06-12",59186,"Bazzichi","Anoosh","F",45470
"1986-12-19",59058,"Montresor","Munir","M",40000
"1986-05-16",59059,"Gargeya","Toshimo","M",40000
"1986-01-15",59060,"Jakobus","Pohua","F",40000
"1986-03-08",59062,"Jiang","Chaitali","M",53773
"1986-01-09",59063,"Delgrange","Teunis","M",48735
"1986-12-23",59202,"Rijckaert","Tadanori","M",40000
"1986-01-03",59094,"McDermid","Adin","M",75660
"1986-04-21",59212,"Jeong","Koldo","M",56722
"1986-02-18",59117,"Kobuchi","Akhilish","F",67584
"1986-07-30",59217,"Champarnaud","Holgard","M",56192
"1986-10-29",59227,"Ruemmler","Adly","M",66446
"1986-04-01",59233,"Claffy","Yuriy","F",53460
"1986-12-11",59252,"Hammerschmidt","Conal","M",40000
"1986-01-18",59413,"Albarhamtoshy","Huei","M",77080
"1986-08-04",59284,"Cyre","Mohammad","F",64098
"1986-09-03",59288,"Marrevee","Xuejun","M",44017
"1986-04-12",59443,"Cardazo","Vitaly","F",43594
"1986-08-28",59339,"Heping","Gita","M",62978
"1986-01-19",59488,"Montresor","Saeko","M",48499
"1986-01-20",59354,"Yetto","Naftaly","F",57890
"1986-12-05",59357,"Barriga","Mark","M",57324
"1986-01-22",59389,"Jonsson","Peer","M",60426
"1986-03-13",59507,"Bala","Falguni","F",46933
"1986-10-02",59513,"Rosaz","Xiaoheng","F",40000
"1986-03-03",59518,"Demian","Gil","M",40000
"1986-04-15",59682,"Munke","Collette","M",52563
"1986-10-06",59530,"Ranon","Zhonghui","M",63367
"1986-10-09",59544,"Cangellaris","Subhada","F",52592
"1986-12-03",59567,"Huttel","Richard","M",44113
"1986-11-27",59577,"Swiler","Adel","F",40000
"1986-10-24",59687,"Lenart","Richara","M",51925
"1986-07-21",59581,"Swab","Mani","F",40000
"1986-07-01",59724,"Stentiford","Jenwei","F",68442
"1986-03-22",59610,"Gustavson","Uri","F",79675
"1986-12-16",59613,"Biros","Shaunak","M",40000
"1986-03-11",59621,"Binding","Mads","M",85366
"1986-08-04",59632,"Manders","Hausi","M",74746
"1986-02-09",59736,"Soicher","Udi","M",40064
"1986-12-01",59647,"Hellwagner","Guttorm","M",40000
"1986-12-04",59744,"Karnin","Vatsa","M",40000
"1986-07-27",59745,"Lammel","Zhaofang","M",40000
"1986-01-09",59749,"Redmiles","Chiranjit","M",60788
"1986-04-08",59781,"Waschkowski","Muneo","F",55813
"1986-07-19",59821,"Hemaspaandra","Atreyi","F",61882
"1986-02-17",59826,"Frolund","Martien","M",72914
"1986-05-17",59837,"Shackell","Tonny","M",77767
"1986-01-20",59839,"Chaudhury","Wanqing","M",68295
"1986-07-17",59844,"Jiafu","Danco","M",58209
"1986-10-30",59790,"Heering","Vishv","M",61516
"1986-10-11",59852,"Goldhammer","Divier","M",88780
"1986-05-07",59941,"Barvinok","Lobel","F",40000
"1986-01-09",59877,"Fetvedt","Marie","M",40000
"1986-03-14",59890,"Rissland","Lijie","F",43168
"1986-12-26",59967,"Heemskerk","Michaela","M",40000
"1986-11-19",59980,"Sifakis","Tua","F",79710
"1986-03-20",59991,"Yoshimura","Kristen","M",40000
"1986-12-16",59997,"Bolotov","Jaana","F",44881
"1986-09-04",60024,"Ramsak","Sakthirel","M",40000
"1986-01-23",60070,"Speel","Demos","M",40000
"1986-09-29",60072,"Luke","Dekang","F",53355
"1986-07-20",60079,"Giveon","Subbu","M",63480
"1986-05-22",60098,"Terekhov","Gaetan","F",57597
"1986-11-03",60036,"Stifter","Tuval","M",84577
"1986-02-20",60110,"Tetzlaff","Sasan","M",40000
"1986-06-06",60111,"Vernadat","Serap","M",58892
"1986-10-09",60039,"Cappelli","Renny","F",40000
"1986-05-01",60128,"Warwick","Dekang","F",40000
"1986-12-01",60059,"Gire","Tze","F",40923
"1986-11-22",60158,"Hofman","Shim","M",53746
"1986-08-15",60206,"Karunanithi","JoAnne","M",59954
"1986-06-11",60180,"Kawashima","Irene","M",47999
"1986-12-29",60208,"Thiria","Heeju","F",40000
"1986-08-26",60209,"Luon","Sadun","M",49170
"1986-01-04",60230,"Gecseg","Naftali","M",40938
"1986-08-18",60235,"Bojadziev","Boriana","M",84810
"1986-07-10",60313,"Juneja","Lakshmi","F",52178
"1986-04-06",60333,"Vadhan","Guoxiang","M",89819
"1986-08-27",60336,"Rindone","Sushant","F",40000
"1986-03-10",60342,"Morrin","Horward","F",63243
"1986-05-06",60367,"Chaudhuri","Toney","F",48340
"1986-10-07",60322,"Wilfing","Mohd","M",40000
"1986-02-01",60414,"Vitiello","Xuejia","M",57314
"1986-05-13",60517,"Erde","Yannis","F",40781
"1986-02-26",60434,"Maquelin","Ekawit","M",40000
"1986-10-22",60536,"Leslie","Nimmagadda","M",40409
"1986-04-27",60551,"Irland","Caolyn","M",53167
"1986-09-29",60613,"Luby","Kannan","F",50461
"1986-02-08",60555,"Aloisi","Kayoko","M",51145
"1986-10-28",60628,"Schueller","Hugo","M",47045
"1986-12-23",60557,"Merel","Yolla","F",44691
"1986-03-14",60558,"Georg","Gor","M",41116
"1986-08-05",60562,"Delaune","Vasilis","M",43876
"1986-07-18",60654,"Imataki","Gen","F",45754
"1986-10-22",60582,"Ramsay","Miyeon","F",66038
"1986-08-17",60676,"Fabrizio","Eirik","F",48967
"1986-05-14",60589,"Erie","Shuichi","F",57992
"1986-06-12",60591,"Benzaken","Gill","F",40000
"1986-10-23",60717,"Sadowsky","Carrsten","F",69310
"1986-11-26",60598,"Sadowski","Izaskun","F",104317
"1986-05-22",60919,"Veccia","Sudharsan","F",87847
"1986-08-30",60745,"Gischer","Roddy","F",78327
"1986-05-08",60768,"Feinberg","Hisao","F",40213
"1986-07-01",60981,"Kalorkoti","Yuchang","F",65154
"1986-06-10",60801,"Sethi","Roded","F",48635
"1986-05-09",61006,"Schonegge","Garnik","F",56458
"1986-02-04",60835,"Speer","Achilleas","F",40000
"1986-10-31",60848,"Blokdijk","Shaowei","M",53190
"1986-10-19",60851,"Boguraev","Mohit","F",41242
"1986-07-25",60852,"Schneeberger","Keung","F",51778
"1986-06-22",61049,"Schicker","Joydip","F",61045
"1986-12-10",61082,"Salinas","Kristof","M",40000
"1986-11-22",61088,"Oberman","Guozhong","M",84942
"1986-10-20",61097,"Trelles","Kwangjo","M",46204
"1986-06-03",61197,"Cannard","Roselyn","F",40000
"1986-03-28",61100,"Willoner","Mokhtar","M",64159
"1986-07-01",61200,"Rotem","Caolyn","M",40000
"1986-06-08",61204,"Beidas","Sudhanshu","M",60708
"1986-08-12",61205,"Stanger","Vishv","M",90784
"1986-06-16",61116,"Lichtner","Huei","M",43712
"1986-09-17",61279,"Ritcey","Domenick","F",75802
"1986-01-12",61236,"Chvatal","Martien","M",40000
"1986-05-31",61259,"Puoti","Shao","M",46409
"1986-08-26",61266,"Ballarin","Hilari","M",54589
"1986-03-08",61267,"Tischendorf","Mingzeng","F",60877
"1986-03-31",61268,"Melton","Toshimi","M",41188
"1986-08-24",61285,"Baja","Hatim","F",48457
"1986-09-05",61295,"Menhardt","Mang","F",51049
"1986-11-24",61308,"Wroclawski","Jiakeng","F",43405
"1986-01-06",61315,"Kalloufi","Kwun","F",78862
"1986-11-03",61333,"Lanzelotte","LiMin","F",46244
"1986-10-13",61433,"Zhang","Kazuhiko","M",43888
"1986-01-31",61441,"Jayawardene","Yongqiao","M",51463
"1986-03-03",61340,"Waeselynck","Lubomir","M",57103
"1986-05-11",61347,"Gerteisen","Aram","M",44796
"1986-08-12",61469,"Smailagic","Keiichiro","M",77532
"1986-05-21",61370,"Candan","Shahar","F",64804
"1986-04-23",61483,"Gecseg","Abdelghani","M",41493
"1986-06-19",61486,"Bierman","Weiye","F",63776
"1986-01-30",61488,"Homond","Gritta","F",40000
"1986-08-08",61496,"Benveniste","Branimir","M",71097
"1986-01-08",61371,"Yetto","Akeno","F",40000
"1986-05-11",61513,"Lichtman","Oscar","M",42567
"1986-02-20",61393,"Krychniak","Gadiel","F",66078
"1986-05-28",61400,"Douceur","Sverrir","F",40000
"1986-12-14",61405,"Gire","Huican","M",48542
"1986-12-13",61687,"Maraist","Ravishankar","F",40000
"1986-10-08",61543,"Itzigehl","Gilbert","F",40000
"1986-02-17",61550,"dAstous","Jeanna","M",48588
"1986-05-25",61561,"Anger","Ewing","M",40000
"1986-08-19",61694,"Quadeer","Tesuya","F",40000
"1986-08-25",61576,"Xiaoshan","Zita","F",66065
"1986-05-22",61708,"Panangaden","Yaghout","F",49336
"1986-10-31",61589,"Demke","Chuanti","M",57452
"1986-05-12",61595,"Mandelberg","Ranan","M",40000
"1986-10-12",61740,"Pappas","Aloys","M",51220
"1986-03-28",61619,"Weiland","Jinya","M",40000
"1986-11-17",61620,"Kolinko","Niteen","M",40000
"1986-12-06",61751,"Garrabrants","IEEE","M",96278
"1986-01-19",61670,"Clouatre","Pragnesh","M",49623
"1986-06-30",61753,"Levergood","Pantung","F",65136
"1986-05-14",61755,"Eppinger","Trygve","M",48950
"1986-10-03",61787,"Angelov","Tsutomu","F",43618
"1986-02-01",61793,"Pramanik","Masoud","F",40000
"1986-11-17",61799,"Lundstrom","Ingemar","M",43906
"1986-12-21",61817,"Selenyi","Shir","M",40000
"1986-12-29",61831,"Guardalben","Feixiong","M",40000
"1986-08-13",61844,"Serov","Serif","M",40000
"1986-03-20",61864,"Kamber","Hironoby","M",59715
"1986-05-10",61868,"Underwood","Kerhong","M",60252
"1986-08-27",61944,"Ananiadou","Bedir","F",54011
"1986-12-23",61879,"Steinauer","Saniya","M",43848
"1986-05-05",61950,"Zucker","Basil","M",40000
"1986-05-19",61955,"Vernadat","Khedija","M",64918
"1986-05-25",61984,"Peltason","Elzbieta","F",62238
"1986-01-23",61989,"Vesna","Yaghout","M",65856
"1986-06-01",61994,"Chappelet","Ugo","M",40000
"1986-09-01",62001,"Peres","Elliott","F",50075
"1986-10-07",62081,"Harnett","Utpal","M",51875
"1986-10-11",62082,"Puppe","Somnath","F",55366
"1986-05-21",62011,"Thambidurai","Fox","M",59436
"1986-12-26",62098,"Sommer","Breannda","M",59196
"1986-12-17",62109,"Chappelet","Hatim","F",56524
"1986-05-08",62018,"Toyoshima","Juyoung","M",47128
"1986-07-31",62120,"Siepmann","Arumugam","M",40000
"1986-11-18",62031,"Gide","Rafael","M",61033
"1986-01-15",62131,"Ohori","Mohua","F",59318
"1986-09-18",62141,"Apsitis","Yagil","M",73870
"1986-05-21",62048,"Foote","Susumu","M",40000
"1986-04-05",62166,"Tokunaga","Falguni","M",48230
"1986-07-23",62073,"Edelhoff","Elvis","M",51610
"1986-12-12",62174,"Denna","Teunis","F",76864
"1986-04-13",62175,"Lundstrom","Murthy","M",40000
"1986-08-17",62231,"Brodal","Marek","F",67741
"1986-01-26",62206,"Chelton","Pranjal","F",40000
"1986-03-20",62255,"Ferriere","Mayuko","F",40000
"1986-09-13",62356,"Mandell","IEEE","F",63747
"1986-04-28",62260,"Ulupinar","Shuky","M",40000
"1986-07-03",62359,"Polupanov","Bartek","M",73079
"1986-12-11",62360,"Sinitsyn","Ranga","F",40000
"1986-04-24",62365,"Benzaken","Garnet","F",40000
"1986-10-21",62263,"Cesareni","Sven","M",40901
"1986-09-04",62371,"Anick","Vojin","M",64141
"1986-06-19",62373,"Trogemann","Munehiko","M",43857
"1986-08-01",62267,"Demri","Hailing","F",51145
"1986-01-10",62272,"Schwartzburd","Xiong","F",51885
"1986-10-10",62274,"Peek","Kristof","M",43537
"1986-06-13",62410,"Bauknecht","Claudi","M",40000
"1986-01-16",62277,"Trogemann","Richara","F",66578
"1986-09-02",62315,"Nanard","Rafail","M",40000
"1986-07-14",62317,"Varker","Leni","M",74778
"1986-08-29",62330,"Clemencon","Mokhtar","M",74303
"1986-03-12",62337,"Pleszkun","Mikhail","M",40000
"1986-07-02",62622,"Kushner","Yishai","M",52641
"1986-11-12",62637,"Assaf","Danae","M",70296
"1986-04-18",62513,"Bojadziev","Gil","F",40000
"1986-12-29",62520,"Beilner","Kiyomitsu","M",50432
"1986-06-19",62521,"Krohm","Indrajit","M",62581
"1986-08-02",62529,"Miyakawa","Piyush","M",40000
"1986-01-22",62644,"Shrader","Krisda","F",40000
"1986-08-14",62547,"Camurati","Arch","M",58878
"1986-01-12",62673,"Georgatos","Yonghoan","M",68718
"1986-07-13",62584,"Keohane","Moon","F",56960
"1986-08-26",62709,"Fujisaki","Kersti","F",100030
"1986-10-08",62597,"Pettit","Ipke","M",40000
"1986-12-14",62605,"Thebaut","Guther","F",40000
"1986-03-16",62720,"Garrabrants","Alper","M",40000
"1986-05-12",62905,"Birrer","Moie","F",40000
"1986-11-05",62757,"Casperson","Premsyl","F",40000
"1986-08-29",62781,"Pietrzykowski","Marek","M",56682
"1986-10-13",62782,"Ernst","Ibibia","F",66309
"1986-11-06",62932,"Speel","Kiam","F",71480
"1986-01-11",62799,"Murtagh","Gretta","M",40000
"1986-03-19",62809,"Awdeh","Xinyu","M",40000
"1986-04-02",62982,"Penz","Yannik","F",40000
"1986-07-09",62829,"Gewali","Caolyn","F",40000
"1986-05-09",62867,"Milicia","Feiyu","M",44096
"1986-08-17",62869,"Schieder","Syozo","M",40001
"1986-04-27",62994,"Cummings","Yechiam","F",40000
"1986-11-22",63004,"Jording","Rosella","M",40000
"1986-01-08",63008,"Stasinski","Anoosh","F",47235
"1986-11-08",63154,"Speek","Conor","M",43164
"1986-09-29",63026,"Stassinopoulos","Jaber","M",40000
"1986-12-23",63028,"Pelz","Noritoshi","F",44823
"1986-11-25",63171,"Crooks","Dipankar","F",52768
"1986-08-18",63042,"Poujol","Weidon","M",41310
"1986-04-04",63047,"Sommer","Sachem","F",40898
"1986-02-08",63048,"Makrucki","Chandrasekaran","F",40227
"1986-01-30",63209,"Eiron","Yakkov","M",40000
"1986-03-26",63061,"Cmelik","Girolamo","F",52127
"1986-08-30",63062,"Barriga","Pintsang","M",94570
"1986-11-26",63086,"Bratsberg","Ibibia","F",40000
"1986-07-06",63094,"Porenta","Tran","F",66959
"1986-06-17",63220,"Swiler","Subir","F",49827
"1986-01-18",63107,"Crelier","Yurii","M",74824
"1986-05-17",63233,"Munos","Monique","M",46278
"1986-05-18",63118,"Tempesti","Peer","M",40000
"1986-09-04",63120,"Melichar","Lech","F",40000
"1986-10-24",63122,"Lichtman","Rasikan","M",40000
"1986-07-23",63264,"Coney","Yonghong","F",44392
"1986-03-04",63276,"Kornyak","Jungsoon","F",48725
"1986-07-15",63415,"Orlowska","Weicheng","F",42910
"1986-01-19",63296,"Beidas","Chenxi","F",50971
"1986-07-30",63300,"Narahara","Gou","M",40000
"1986-11-22",63304,"Lakshmanan","Reinhold","F",40000
"1986-09-12",63422,"Gulak","Mahendra","M",40000
"1986-03-29",63310,"Rodiger","Heather","M",46669
"1986-03-23",63314,"Herber","Petter","M",40000
"1986-06-29",63426,"Seuren","Baruch","F",53423
"1986-07-12",63473,"Gyorkos","Shim","F",41691
"1986-09-15",63378,"Plotkin","Satoru","F",88243
"1986-08-25",63474,"Taneja","Eran","M",68523
"1986-10-31",63398,"Snedden","Giri","M",40000
"1986-08-31",63399,"Azumi","Yonghoan","F",59974
"1986-03-20",63402,"Gecsel","Oksana","M",47688
"1986-01-11",63404,"Suessmith","Peternela","M",55034
"1986-12-24",63477,"Schapire","Subhankar","F",70379
"1986-10-05",63496,"Munos","Shem","M",40000
"1986-02-14",63498,"Ramsey","Masato","M",40000
"1986-02-01",63499,"Wegerle","Arif","F",66814
"1986-10-25",63504,"Morris","Diederik","M",68365
"1986-11-13",63507,"Alblas","Valeri","M",40000
"1986-09-23",63690,"Linnainmaa","Kenroku","F",56072
"1986-06-10",63570,"Sudkamp","Randy","F",71136
"1986-11-10",63576,"Awdeh","Cheong","F",56223
"1986-06-29",63577,"Salinas","Mayumi","M",67432
"1986-06-09",63692,"Kohling","Vitali","M",40000
"1986-12-29",63693,"Zultner","Martien","M",40000
"1986-09-08",63631,"Cherinka","Falguni","M",40000
"1986-08-01",63637,"Pileggi","Akemi","M",40000
"1986-11-10",63638,"Chepyzhov","Adib","F",40000
"1986-09-16",63639,"Boyle","Freyja","F",41754
"1986-05-27",63642,"Weedon","Rafols","M",41205
"1986-05-24",63652,"Raoux","Pascal","F",46751
"1986-08-25",63654,"Falby","Dinkar","M",50876
"1986-03-09",63663,"Sidou","Heon","M",53751
"1986-07-12",63671,"Ullian","Unal","M",50464
"1986-05-30",63700,"Demri","King","M",40000
"1986-06-27",63701,"Syang","Diederik","M",57962
"1986-02-16",63724,"Sidou","Kensei","F",64883
"1986-06-30",63735,"Wixon","Collette","M",49068
"1986-11-03",63738,"Ohori","Yunming","F",46383
"1986-08-09",63836,"Petersohn","Hitofumi","M",93576
"1986-08-07",63763,"Ginneken","Shigeu","M",40000
"1986-06-07",63843,"Simmen","Tesuro","M",57398
"1986-06-30",63853,"Schwartzbauer","Nalini","M",40000
"1986-04-30",63876,"Cannard","Mooi","F",74241
"1986-01-18",63786,"Scharstein","IEEE","M",40000
"1986-06-16",63879,"Fortenbacher","Diederik","F",67716
"1986-08-02",63881,"Fargier","Arto","M",54522
"1986-11-01",63882,"Dechter","Rasikan","M",40000
"1986-06-23",63887,"Jayawardene","Hein","M",43972
"1986-02-03",63890,"Maginnis","Zorica","M",57239
"1986-05-18",63902,"Luon","Berni","M",52761
"1986-11-14",63797,"Raney","Lena","F",67775
"1986-03-17",63929,"Veldwijk","Munir","M",44821
"1986-12-09",63930,"Tischendorf","Alagu","F",40000
"1986-01-02",63933,"Lanteri","Phuoc","M",54580
"1986-09-10",63935,"Deyuan","Tadanori","M",40000
"1986-11-04",63807,"Cromarty","Taizo","M",67044
"1986-03-29",63943,"Karcich","Shai","M",46842
"1986-11-03",63946,"Ratnakar","Aron","M",51099
"1986-12-10",63947,"Reistad","Huei","F",40000
"1986-06-16",63810,"Gente","Radhia","M",66175
"1986-04-13",63811,"Merks","Kristinn","F",51537
"1986-08-29",64106,"Krone","Youjian","F",62005
"1986-05-03",64135,"Ritcey","Candido","M",44487
"1986-05-15",63977,"Verspoor","Yongqiao","F",80450
"1986-07-15",63986,"Piveteau","Bokyung","M",72630
"1986-07-09",64158,"Fujisawa","Yechiam","F",71989
"1986-06-11",64004,"Merel","Ziyad","F",40000
"1986-10-18",64006,"Plavsic","Vishv","M",40000
"1986-03-04",64020,"Babb","Mariangiola","M",66281
"1986-03-27",64177,"Angot","Kerhong","M",40000
"1986-12-17",64058,"Bernick","Mayuri","F",40000
"1986-01-11",64178,"Conde","Mark","F",81835
"1986-12-11",64210,"Fargier","Kenton","F",61059
"1986-09-02",64075,"Pulkowski","Aral","F",40000
"1986-06-16",64441,"Rusterholz","Katsuyuki","M",61812
"1986-09-24",64223,"Oxenboll","Guenter","M",40000
"1986-12-21",64226,"Mersereau","Margo","F",78875
"1986-03-24",64264,"Muchinsky","Krister","M",40000
"1986-03-06",64276,"Farrag","Shaowen","M",45957
"1986-01-24",64281,"Rosca","Faiza","F",43751
"1986-06-19",64299,"Valtorta","Diederik","M",63646
"1986-09-17",64487,"Rebaine","Tsutomu","M",42874
"1986-06-26",64316,"Pesch","Bartek","F",40000
"1986-06-26",64324,"Bellmore","Bedir","F",88551
"1986-01-28",64329,"Pena","Geoffry","M",53475
"1986-02-23",64340,"Ponthieu","Maia","M",40000
"1986-10-31",64344,"Karnin","Hyuncheol","M",44886
"1986-12-01",64488,"Kandlur","Jaana","M",54694
"1986-09-16",64490,"Bratten","Adib","M",51983
"1986-11-25",64494,"Riesenhuber","Dipankar","F",40000
"1986-06-06",64495,"Bazelow","Bilhanan","M",42062
"1986-08-29",64503,"Kornatzky","Stafford","M",62147
"1986-01-08",64522,"Goodrum","Gao","F",70061
"1986-05-14",64627,"Junet","Luise","F",40000
"1986-05-27",64631,"Matheson","Sadegh","M",84183
"1986-07-26",64534,"Danlos","Ayakannu","M",40000
"1986-06-27",64655,"Nilsson","Jaideep","F",54110
"1986-07-12",64535,"Georgatos","Zongyan","M",40407
"1986-06-18",64545,"Huttel","Dinkar","F",54922
"1986-09-01",64553,"Gente","Uzi","M",40000
"1986-07-29",64689,"Jakobus","Bernice","M",45524
"1986-03-13",64571,"Ecklund","Dipankar","M",41869
"1986-09-17",64699,"Ananiadou","Jaana","M",89370
"1986-06-07",64703,"Fiebach","Trygve","M",47643
"1986-11-02",64717,"Steenbeek","Jaideep","M",52392
"1986-05-14",64572,"Roccetti","Yinghua","M",40000
"1986-12-19",64728,"Hedayat","Akhilish","M",43564
"1986-11-17",64581,"Reghbati","Shaunak","M",63907
"1986-08-30",64746,"Gadepally","Gino","M",58692
"1986-09-08",64616,"Zirintsis","Hitomi","M",49863
"1986-08-31",64897,"Denna","Aksel","M",72619
"1986-10-01",64916,"Hmelo","Mohit","M",65245
"1986-10-25",64941,"Hockney","Angel","M",40000
"1986-04-07",64826,"Vickson","Spyrose","M",40000
"1986-06-20",64837,"Petereit","Mantis","F",58887
"1986-06-21",64955,"Karner","Mariusz","M",49158
"1986-02-14",64841,"Vecchi","Stafford","M",62485
"1986-02-18",64843,"Czaja","Mingdong","M",40000
"1986-09-24",64861,"Strandh","Xinan","M",60004
"1986-11-25",64863,"Roccetti","Douadi","M",40000
"1986-04-30",64957,"Beilner","Remmert","F",40000
"1986-11-18",64871,"Suermann","Sarita","M",54196
"1986-06-29",64961,"Jording","Mark","M",56913
"1986-11-11",64876,"Heuser","Mart","F",40312
"1986-12-18",64979,"Servieres","Hilary","M",54493
"1986-06-24",64984,"Eldridge","Eldridge","F",40000
"1986-01-20",64991,"Legleitner","Nirmal","M",40000
"1986-05-12",65001,"Hardjono","Jongsuk","F",52698
"1986-04-30",65203,"Koshino","Richara","M",50595
"1986-10-11",65032,"Klassen","Danny","M",40000
"1986-07-28",65103,"Bael","Mariusz","M",86405
"1986-10-31",65217,"Leijenhorst","Magdalena","M",41061
"1986-10-26",65115,"Anido","Goetz","F",40000
"1986-12-18",65126,"Janocha","Naraig","M",40000
"1986-05-31",65133,"Demke","Bowen","M",58847
"1986-08-16",65226,"Zultner","Marek","M",53156
"1986-01-18",65229,"Randt","Divine","F",40000
"1986-02-08",65248,"Felcyn","Shrikanth","M",40000
"1986-06-06",65265,"Brattka","Eckart","F",40000
"1986-12-22",65435,"Macedo","Arif","M",40000
"1986-11-09",65321,"Pulkowski","Almudena","F",68899
"1986-07-23",65324,"Serov","Hiroyasu","M",73059
"1986-08-30",65449,"Steenbeek","Vasiliy","M",54114
"1986-03-25",65458,"Domenig","Dmitri","M",53712
"1986-07-15",65467,"Perng","Jeane","M",63543
"1986-11-29",65369,"Jervis","Ymte","M",40000
"1986-04-11",65375,"Yurek","Adly","M",40000
"1986-05-10",65474,"Baig","Christoper","M",89422
"1986-08-26",65393,"Lubachevsky","Shietung","M",40000
"1986-09-08",65395,"Valette","Remko","F",58453
"1986-11-19",65397,"Marletta","Richara","M",63249
"1986-07-29",65485,"Barinka","Luisa","M",99037
"1986-03-30",65410,"Reeken","Kasidit","M",56225
"1986-11-17",65419,"Peral","Tzvetan","M",40000
"1986-12-23",65486,"Cincotta","Arch","F",40000
"1986-05-06",65487,"Cools","Shalesh","M",54436
"1986-04-14",65493,"Cummings","Zeydy","M",57217
"1986-11-27",65494,"Yoshizawa","Khoa","F",54472
"1986-08-17",65502,"Junot","Weiru","F",40000
"1986-02-03",65572,"Bernardeschi","Hironoby","M",43575
"1986-08-22",65517,"Ducloy","Visit","F",40000
"1986-08-11",65606,"Bauknecht","Aiichiro","M",55471
"1986-02-11",65609,"Jahnichen","Xinyu","M",40000
"1986-10-20",65519,"Stafford","Mahendra","M",40000
"1986-06-20",65521,"Ambroszkiewicz","Marsha","M",40000
"1986-07-08",65619,"Rosch","Kazuhira","M",40705
"1986-06-17",65527,"Swab","Kousuke","M",89262
"1986-03-05",65533,"Mawatari","Monique","M",40000
"1986-05-16",65649,"Heiserman","Xuedong","M",50269
"1986-08-11",65538,"Plesums","Moheb","F",40000
"1986-05-02",65715,"Gniady","Nevin","M",47221
"1986-05-03",65688,"Schwartzbauer","Mokhtar","M",57265
"1986-12-28",65721,"Snedden","Marjo","F",56679
"1986-01-19",65739,"Mamelak","Tetsushi","M",46505
"1986-08-10",65741,"Kaminger","Sakthirel","M",86101
"1986-04-19",65746,"Chiola","Xiaoshan","M",72739
"1986-04-18",65762,"Ranst","Constantine","M",40000
"1986-04-22",65845,"Esposito","Yuchang","M",62697
"1986-02-23",65778,"Sridhar","Jongsuk","M",48889
"1986-07-08",65878,"Uchoa","Lobel","F",40000
"1986-12-10",65884,"Melski","Shahar","M",52164
"1986-04-21",65798,"Tyugu","Shugo","M",50606
"1986-09-27",65904,"Kushnir","Shaw","M",40000
"1986-03-08",65908,"Auria","Sergi","M",61621
"1986-09-30",65920,"Comyn","Xiping","F",40389
"1986-08-10",65805,"Manderick","Christoph","F",62385
"1986-02-15",65933,"Yavatkar","Wanqing","M",51699
"1986-06-17",65935,"Boguraev","Pasqua","M",64825
"1986-03-05",65806,"Ellozy","Divier","M",40000
"1986-12-04",65942,"Jarecki","Houman","F",74111
"1986-08-06",66116,"Cyre","Hisao","F",40000
